Question ID,Fold,Answer,Category,Text
2408840752,test,Raphael,Fine_Arts:Painting,"1. The ""sprezzatura"" in this artist's works is often compared to another artist's ""terribilità"" and was first described by Baldassare Castiglione (""kah-steel-YO-nay""), who wears a fur-lined robe in this artist's portrait of him. This artist planned four paintings depicting the life of Constantine that his student Giulio Romano helped create. This artist's Marriage of the Virgin was based on that of his teacher (*) Perugino. In a painting by this artist displayed across from his Disputa, a group of men watch Euclid draw a circle. Leonardo da Vinci modeled for a central figure who points upwards in a fresco that this artist made for the Stanza della Segnatura in the Apostolic Palace. For 10 points, name this painter of The School of Athens. ANSWER: Raphael [or Rafaello; or Rafaello Sanzio da Urbino] (The contemporary is Michelangelo.) <Forrest Weintraub, Fine Arts - Painting - European to 1600> ~30016~ <Editor: Ganon Evans>"
3737510067,test,Iraq,RMP:Islam,"2. An average of 100 religious burials per day take place in this country's Valley of Peace. A religious group mostly found in this country uses phragmites (""frag-MY-teez"") reeds to construct a building called a mudhif (""moo-deef""). A modern tradition in this country involves men wearing chains and whip handles around their necks as drums beat and celebrants symbolically (*) hurt themselves. The majority of Ahwaris or Marsh Arabs live in this country, where 25 million people travelled in 2023 for Arba'in. One city in this country is the burial site of Ali ibn Abi Talib. This country is home to the Shia pilgrimage cities of Najaf and Karbala. For 10 points, name this country whose religious minority of Sunni Kurds were persecuted by Saddam Hussein. ANSWER: Iraq [or Republic of Iraq or Jumhuriyyat al-'Iraq] <Michael Bentley, RMP - Islam> ~30084~ <Editor: Sinecio Morales>"
1232312438,test,rubber,History:American,"3. Workers producing this resource forced corporate executives to hide in the wilderness during a revolt partly incited by a forced American food diet. Frank Seiberling established a company for this resource that helped produce the F4U Corsair. Because it headquartered four different producers of this resource, including one created by B.F. Goodrich, this resource's ""capital of the world"" was in the Ohio city of (*) Akron. A breakthrough in this resource occurred when an American chemist accidentally dropped this resource mixed with sulfur in a frying pan. Fordlandia was a settlement created to harvest this material in Brazil. Charles Goodyear rediscovered the vulcanization of, for 10 points, what material the Model T used for its tires? ANSWER: rubber [prompt on tires] <Lalit Maharjan, History - American - 1865-1945> ~29808~ <Editor: Noah Sheidlower>"
161210998,test,Helen,Literature:World_and_Miscellaneous,"4. This character was defended with the line that ""it is an equal error…to blame the praiseworthy and to praise the blameworthy"" in an encomium by Gorgias. In a namesake play, this character swears an oath to the river Eurotas before asking about the fate of her husband. This character escapes with her presumed dead husband after promising to marry (*) Theoclymenus, an Egyptian king, in a play by Euripides. Euripides also wrote about this character as part of the title group of women in a play where it is revealed at the end that she avoided her death sentence from her husband, Menelaus. For 10 points, what Greek woman is known as the ""face that launched 1000 ships"" because her capture started the Trojan War? ANSWER: Helen [or Helen of Troy; or Helen of Sparta; or Helene (""heh-LAY-neigh"")] <Abhinav Rachakonda, Literature - World and Miscellaneous> ~29792~ <Editor: Jim Fan>"
3290135949,test,natural language,Science:Math_and_Computer_Science,"5. Tom B. Brown et al. 2020 describes power law-based empirical scaling laws that restrict analysis of this type of data. This is the canonical type of data whose analysis is tailored via ""indexing"" and ""retrieval"" steps in RAG. A mechanism for processing this type of data is parallelized in a ""multi-head"" approach. Seq2seq (""seek two seek"") inspired the paper ""Attention Is All You Need,"" which improved encoder-decoder architecture for handling this type of data. This (*) autoregressive type of data is the focus of tools like PaLM, Chinchilla, and Meta’s Llama. Transformers typically handle this non-visual type of data, which is studied in NLP and processed by LLMs. For 10 points, name this type of data that is processed by translators. ANSWER: natural language [or text or words or languages or text corpus or text corpora; prompt on strings or books or objects that contain text by asking ""what type of data does that contain?""; prompt on sequential data or sequence data or sequences] <Lalit Maharjan, Science - Math and Computer Science> ~29656~ <Editor: David Bass>"
313682129,test,Japan (Capital in the Anthropocene was written by Kohei Saito.),Social_Science:Economics,"6. An economist from this country argued ""degrowth"" was necessary to save the planet in his book Capital in the Anthropocene. A decline of 22% of this country's GDP resulting from a severe drop in corporate investment caused what economist Richard Koo labeled a ""balance sheet recession."" This country's central bank drastically increased bond purchases in an early use of (*) quantitative easing. The collapse of this country's real estate and stock markets in 1991 preceded its low-growth ""Lost Decades."" This rapidly aging country has the highest elderly dependency ratio in the world. For 10 points, name this country whose ""economic miracle"" included conglomerates such as Mitsubishi. ANSWER: Japan (Capital in the Anthropocene was written by Kohei Saito.) <Michael Bentley, Social Science - Economics> ~27702~ <Editor: Joseph Chambers>"
454276670,test,Kathy Hochul,Current_Events:U.S.,"7. As a student, this politician unsuccessfully lobbied to rename a football stadium for Ernie Davis and later married a lawyer who represented Delaware North in a controversial NFL stadium deal. In January 2025, this governor stated ""the cost of living is just too damn high"" in support of a law to ban hedge funds buying single family homes. This politician, who in 2022 narrowly defeated Republican (*) Lee Zeldin, decided not to use their power to fire a mayor implicated in a scandal involving Turkish Airlines. This governor vetoed but later supported a bill that raises revenue for the MTA by imposing the country's first congestion pricing zone. For 10 points, name this woman who succeeded Andrew Cuomo as Governor of New York. ANSWER: Kathy Hochul [or Kathleen Hochul; or Kathleen Courtney] <Michael Bentley, Current Events - U.S.> ~29952~ <Editor: Michael Bentley>"
233754913,test,free radicals (The technique in the first clue is EPR spectroscopy.),Science:Chemistry,"8. A technique developed to study these molecules can also be used to study F-centers in crystals. These molecules both begin and are products of hydrogen atom abstractions. These molecules rapidly undergo disproportionation or dimerization when they are reaction intermediates. These molecules' energy levels experience Zeeman (""ZAY-mun"") splitting since they are paramagnetic. The formation of these molecules through (*) homolytic cleavage is denoted by fish-hook arrows. Reactive oxygen species are often examples of these molecules, whose chemical symbols contain a dot. These DNA-damaging molecules are neutralized by antioxidants. For 10 points, name these molecules with unpaired valence electrons. ANSWER: free radicals [accept reactive oxygen species or ROS until ""reactive""] (The technique in the first clue is EPR spectroscopy.) <Forrest Weintraub, Science - Chemistry> ~30297~ <Editor: June Yin>"
1468620408,test,Vilnius,History:European,"9. In this city, Rabbi Israel Lipkin founded the counter-Enlightenment Musar movement. This city was the center of a movement of ""opponents,"" or ""misnagdim,"" (""mees-nog-DEEM"") who later adopted a demonym with the suffix ""-vak."" Napoleon called this city the ""Jerusalem of the North."" An eighteenth-century rabbi who opposed the rise of Hasidism is commonly known as ""the genius from [this city],"" or ""[this city] (*) Gaon (""gah-OWN""). A ruler of a state centered on this city secured his cousin Jogaila's rule in another state. Vytautas the Great ruled a Grand Duchy centered on this city. This Baltic city, founded by Gediminas, was the capital of half of a large commonwealth along with Jagiellonian (""yog-yuh-LO-nee-in"") Poland. For 10 points, name this capital of Lithuania. ANSWER: Vilnius [or Vilna or Wilna or Wilno; accept Vilna Gaon] <Forrest Weintraub, History - European - 1500-1900> ~30193~ <Editor: Noah Sheidlower>"
914317696,test,Russian,Literature:European,"10. A poem in this language describes three ""half-men,"" of whom ""one whistles, another meows, a third snivels."" A cycle in this language begins with the lines ""No foreign sky protected me, / no stranger's wing shielded my face"" before describing waiting in a line for ""seventeen months."" The ""laughing cockroaches"" on the top lip of a politician are described in an (*) ""Epigram"" in this language by Osip Mandelstam (""OH-sip MAN-dul-shtam""). The question ""Can you describe this?"" is asked in ""Instead of a Preface,"" part of a cycle in this language by an acmeist (""ACK-me-ist"") poet titled Requiem. This was the most-spoken language of a country which, in 1934, required poets to use socialist realism. For 10 points, name this language used by Anna Akhmatova (""ack-MAH-tuh-vuh""). ANSWER: Russian [or Russkiy] <Forrest Weintraub, Literature - European - Poetry> ~30282~ <Editor: Joseph Krol>"
