Question ID,Fold,Answer,Category,Text
1933510052,test,the United States of America,Literature:American,"1. In a play from this country, a doctor tests the hypothesis that monkeys randomly typing will eventually write Hamlet with chimps named Kafka, Milton, and Swift. That playwright from this non-Russian country wrote the plays Words, Words, Words and Variations on the Death of Trotsky. In a play partly titled for this country, Teach strikes Bob on the head after their plan to steal a (*) buffalo nickel goes wrong. In the first act of a play from this country set in a Chinese restaurant, a man working in the real estate industry attempts to convince his boss Williamson to give him a list of ""leads."" For 10 points, the playwright David Ives and the author of Glengarry Glen Ross, David Mamet, are from what country? ANSWER: the United States of America [or equivalents such as America or the USA, accept American Buffalo] <Kevin Wang, Literature - American - Drama> ~29680~ <Editor: Jaimie Carlson>"
2745325663,test,chemical reactions,Science:Chemistry,"2. When these processes occur in axially symmetric systems, they are assumed to occur in a set of infinitely thin ""plugs."" A surrounding jacket maintains the temperature of systems that undergo these processes in ""batches."" These processes name devices that deviate from ideality if the residence time is less than a fifth of the mixing time; that device is a CSTR. The rate of these processes is decreased by (*) poisoning. Car exhaust undergoes one of these processes in devices that are often stolen because they contain precious metals. Magnetic stir bars increase the rates of these processes, during which transition states can temporarily form. For 10 points, name these processes that may involve the rearrangement of bonds. ANSWER: chemical reactions [accept redox reactions; accept batch reactors or continuous stirred tank reactors; prompt on catalysis] <Forrest Weintraub, Science - Chemistry> ~30276~ <Editor: June Yin>"
2004526286,test,Tibetans,History:World,"3. Religious women of this ethnicity braid their hair into over 100 braids and owned a type of coral called dzi beads. Each night in these people's capital, a giant cauldron of tea was brewed with hundreds of kilos of butter. A British expedition to these people was led by Francis Younghusband. A period called dhulok (""doo-LOHK"") followed the 1951 Seventeen Point Agreement forced on these people. Since (*) 1960, a leader of these people has lived in Dharamshala. Richard Gere was active in a campaign to ""free"" these people, whose leaders once lived in Potala Palace in a high-elevation capital. An exiled leader of these people was born Tenzin Gyatso. For 10 points, name this ethnic group whose spiritual leader is the Dalai Lama. ANSWER: Tibetans [accept Tibetan Buddhists; prompt on Buddhists or Chinese people] <Michael Bentley, History - World - Asian> ~30123~ <Editor: Noah Sheidlower>"
3084626556,test,concert hall (The third line is Carnegie Hall.),Fine_Arts:Architecture,"4. Note to moderator: read the answerline carefully. A costly one of these buildings in Copenhagen designed by Jean Nouvel with a cobalt-blue exterior drew inspiration from a ""vineyard"" design for the interior of these buildings pioneered in Berlin by Hans Scharoun (""shah-ROON""). The interior of a building of this type was designed to be a ""living room for the city"" that contrasts with the cozier interior of the Dorothy Chandler Pavilion. William Tuthill designed a Neo-Renaissance example of these buildings, which hosted a 1938 event that climaxed with (*) ""Sing Sing Sing."" One of these buildings has created 140-degree Fahrenheit sidewalks due to its curved, silver panels reflecting light onto Los Angeles. For 10 points, name these venues, including one designed by Frank Gehry and named for Walt Disney. ANSWER: concert hall [or symphony halls or orchestra halls or philharmonies or philharmonics; accept answer indicating a venue where classical music or an orchestra plays; accept performance venue or music venue or performance hall; prompt on hall; prompt on theater or auditorium; reject ""opera house""] (The third line is Carnegie Hall.) <Michael Bentley, Fine Arts - Architecture> ~28389~ <Editor: Ganon Evans>"
703444328,test,David,RMP:New_Testament,"5. In Acts 2, Peter calls this man a ""prophet"" who foresaw and wrote about the resurrection of Jesus. Jesus stumps the Pharisees by asking how this man could describe Christ as ""his Lord"" in his writings. In Matthew 20, two blind men ask Jesus, ""Son of [this man], have mercy on us."" In Luke 2, an angel calls (*) Bethlehem the ""city of"" this man. The genealogy in Matthew 1 references ""the wife of Uriah"" as this man's wife, omitting Bathsheba's name. New Testament writers frequently quoted the messianic Psalms 95 and 110, which are traditionally attributed to this king. Acts 7 recounts, for 10 points, the unfulfilled desire of which king of Israel to build the temple, which was completed by his son Solomon? ANSWER: David [or King David] <Jon Suh, RMP - New Testament> ~29534~ <Editor: Sinecio Morales>"
4160534351,test,rRNAs (The first two sentences discuss RNA45S5.),Science:Biology,"6. Adjacent sequences that encode these molecules can be separated by internal transcribed spacers. Many copies of a gene encoding three of these molecules appear in the p12 regions of humans' acrocentric chromosomes. Identification of prokaryotes via barcoding can utilize the nine hypervariable regions of one of these molecules, which contains the anti-Shine–Dalgarno sequence. These molecules are named for their (*) sedimentation coefficients in Svedbergs, like their 18S, 5.8S, and 28S types, which are transcribed by eukaryotic Pol I (""paul one""). Alongside proteins, these molecules compose the ""small"" 40S subunit and the ""large"" 60S subunit. For 10 points, name these nucleic acids found in the structures that synthesize proteins. ANSWER: rRNAs [or ribosomal RNAs or ribosomal ribonucleic acids; accept 16S rRNAs or 45S pre-rRNAs or 18S rRNAs or 5.8S rRNAs or 28S rRNAs; prompt on RNAs or ribonucleic acids; prompt on ribosomes] (The first two sentences discuss RNA45S5.) <David Bass, Science - Biology> ~29617~ <Editor: David Bass>"
3881811395,test,Alaska,History:American,"7. A politician who represented this non-Missouri state died in a plane crash while campaigning with Hale Boggs but was elected anyway three weeks later. A pervasive television biography subtitled ""A Man for [this state]"" ran during a race that unseated Ernest Gruening. A politician from this state, who was mentored by ""Scoop"" Jackson, entered the Pentagon Papers into the congressional record. A senator representing this state who opposed (*) net neutrality claimed that the ""Internet is a series of tubes."" Mike Gravel represented this state, as did a mayor of Wasilla and Tea Party member who ran alongside John McCain in 2008. For 10 points, Ted Stevens and Sarah Palin represented what northernmost U.S. state? ANSWER: Alaska [or AK] <Cole Hartung, History - American - 1945+> ~29683~ <Editor: Noah Sheidlower>"
2414049294,test,"""Erlkönig""",Fine_Arts:Music,"8. This piece's left hand ostinato is quoted at the climax of Leopold Godowsky's passacaglia (""pass-uh-CALL-ya"") based on a B minor symphony by its composer. This piece, written when its composer was 18, is catalogued as his opus 1 and D. 328. Performers like Dietrich Fischer-Dieskau use four distinct combinations of range and timbre to represent this piece's narrator and three characters. This piece's opening triplet G octaves represent the (*) gallop of a horse that ""rides so late through night and wind."" This lied's (""LEED's"") title creature tries to lure a boy away from his father, who assures him the creature isn't real before the boy dies in his arms. For 10 points, name this song by Franz Schubert based on a Goethe (""GUR-tuh"") poem about an elf-king. ANSWER: ""Erlkönig"" [or ""Der Erlkönig""; or ""The Erlkönig""; or ""The Erlking""; accept ""The Elf-King"" until mention] <Forrest Weintraub, Fine Arts - Music - Romantic> ~29513~ <Editor: Forrest Weintraub>"
3690014462,test,South Korea,Literature:World_and_Miscellaneous,"9. A novel from this country details a woman journeying to an island through a snowstorm to feed her friend's pet bird. In a different novel from this country, one character gets flowers painted all over his body prior to assaulting his sister-in-law. An author from this country wrote We Do Not Part as ""a pair"" for an earlier novel that covers seven different points of view of an event in this country and is titled (*) Human Acts. A woman stands in the rain imitating a tree after escaping a psychiatric hospital in one novel from this country. Earlier in that novel from this country, that woman slits her wrists after being force fed pork. For 10 points, The Vegetarian is a novel from what home country of the 2024 Nobel Prize winning author, Han Kang? ANSWER: South Korea [accept Republic of Korea or Daehanminguk; prompt on Korea] <Jim Fan, Literature - World and Miscellaneous> ~31113~ <Editor: Jim Fan>"
924689228,test,Robin Hood,RMP:World_Mythology,"10. Queen Katherine befriends, then later summons this figure in a folk song preserved in the Percy folio. This figure stops an arranged marriage between an old knight and a woman who actually desires the minstrel Alan-a-Dale. 19th century literature named for this figure introduced Maude Lindsay as the love interest of Will Scarlet. An origin for a possible love interest for this figure is a shepherdess character at May Day celebrations who marries him after he's (*) pardoned by the king. This figure gives a ring to the wife of his rival at the shooting competition he attends in disguise. At times, Maid Marian is a member of this figure's Merry Men. For 10 points, name this English outlaw who steals from the rich. ANSWER: Robin Hood [accept Robin of Locksley] <Lalit Maharjan, RMP - World Mythology> ~29735~ <Editor: Sinecio Morales>"
2078846912,test,Bangladesh,Current_Events:World,"11. A Russian-backed nuclear plant in this country is at the center of a scandal implicating UK minister Tulip Siddiq. In 2022, this country issued digital certificates to clamp down on fraud in its ""freedom fighter"" quota system. CRI-funded statues of this country's first president were torn down in 2024 by so-called ""Razakar"" students as part of its (*) ""non-cooperation movement."" An interim government that took power in this country in 2024 is led by a Nobel Peace Prize winner who founded Grameen Bank. This country's ""Monsoon Revolution"" ousted Sheikh Hasina of the Awami League. For 10 points, name this country home to Muhammad Yunus, where in 2024 protestors seized the Prime Minister's residence in Dhaka. ANSWER: Bangladesh [or People's Republic of Bangladesh] <Michael Bentley, Current Events - World> ~30074~ <Editor: Michael Bentley>"
2819750761,test,Jean-Paul Sartre,RMP:Philosophy,"12. Stoic philosophy influenced this thinker's claim that freedom is our unlimited ability to respond to the external world in Sketch for a Theory of the Emotions. This philosopher described a gay man who refuses to admit to his own homosexuality as a free transcendence who ignores his facticity in a book subtitled ""Essay on Phenomenological Ontology."" This philosopher wrote that ""man is condemned to be free"" in a lecture that describes a concept that (*) ""precedes essence"" and calls the title movement ""a humanism."" This philosopher used a waiter who moves too precisely to illustrate bad faith. For 10 points, name this author of Being and Nothingness who wrote ""hell is other people"" in his existentialist play No Exit. ANSWER: Jean-Paul Sartre <Forrest Weintraub, RMP - Philosophy> ~29577~ <Editor: Aum Mundhe>"
