Question ID,Fold,Answer,Category,Text
3758175428,test,Qur'an (The lead-in is the Blue Qur’an.),Fine_Arts:Painting,"1. A widely distributed example of these objects is decorated with gold leaf on indigo and right-angled designs. A ""new style"" for these objects includes ovals against vegetal backgrounds, like in one commissioned by a Zirid nursemaid. Carpet-like designs on the front of these objects were replaced by sun medallions called shamsa. These objects traditionally have triangles of five gold circles to separate sections marked by red and blue signs. The size of the (*) word ""alif"" in these objects decides the size of naskh creations. The technique of mashq stretched letters in these objects to take up whitespace produced by kufic (""KOO-fick"") script. For 10 points, name this book decorated with calligraphy of surahs about Allah. ANSWER: Qur'an [or Koran; accept musaf or mushaf; prompt on books or manuscripts or folios] (The lead-in is the Blue Qur’an.) <Ganon Evans, Fine Arts - Painting - World> ~30588~ <Editor: Ganon Evans>"
1014513398,test,the draft,History:American,"2. A 1960s change to a law of this type led to a rash of ""Kennedy husbands"" and ""Kennedy fathers."" The acronym ""O H I O"" was used to protest a 1940 law of this type, also called the Burke-Wadsworth Act. Destroying documents used to enforce these laws was ruled illegal in the case of US v. O'Brien. On his first day in office, Jimmy Carter issued Proclamation 4483 that pardoned people who had violated one of these laws and (*) fled to Canada. Cards used to enforce one of these laws were widely burned in the 1960s. These laws were enforced by the Selective Service System until a move to an all-volunteer system. For 10 points, name these laws that were ""dodged"" by young American men who did not want to be sent to Vietnam. ANSWER: the draft [or military conscription; accept selective service; accept mandatory military service] <Michael Bentley, History - American - 1945+> ~29703~ <Editor: Noah Sheidlower>"
3805144503,test,"antibodies (The dimer is CD79, which consists of CD79a and CD79b.)",Science:Biology,"3. A variant of these proteins with two additional transmembrane alpha-helices complexes with a dimer of ""79a"" and ""79b"" proteins. In CUT&RUN, these proteins are captured by Staph·ylo·coccus aur·eus's protein A and protein G. Components of these proteins consist of 110-peptide repeats characterized by beta-sandwiches. A second rearrangement is needed to include diversity segments in these proteins. Genes for receptors and these proteins are diversified via (*) VDJ recombination. In these proteins, the hinge region connects the Fab (""FAB""), or constant, and Fc, or variable, regions. These proteins' heavy and light chains form a ""Y"" shape. For 10 points, name these immune system proteins that target antigens. ANSWER: antibodies [immunoglobulins or Abs or Igs or IgGs or membrane-bound antibodies] (The dimer is CD79, which consists of CD79a and CD79b.) <David Bass, Science - Biology> ~29609~ <Editor: David Bass>"
3152084017,test,karma,RMP:Hinduism,"4. Parts of this concept are famously analogized to an arrow shot by an archer and the arrows left in the quiver to be shot. In Shaivism, people are bound by māyā, aṇava, and this concept, which gave rishis their power along with tapasya (""thuh-PUS-ya""). Depending on the quality of this concept, it can either yield papa or punya, analogized by fruits. This concept is usually divided into agami, kriyamana (""kree-uh-MAA-nuh""), prarabdha (""PRAA-rub-dhuh""), and (*) sanchita (""SUN-chih-thuh""). According to Tulsidas, until that sanchita form of this concept is exhausted, moksha cannot be achieved. Because this concept primarily dictates a soul’s path after reincarnation, a bad form of it might lead to a lower-caste birth. For 10 points, name this Hindu concept in which past actions influence future outcomes. ANSWER: karma [or karmo; or kormo; or kawrmaw; or karam] <Abhinav Rachakonda, RMP - Hinduism> ~31261~ <Editor: Sinecio Morales>"
3167796306,test,Richard III,Literature:British,"5. This man asks a woman, ""Shall I live in hope?"" and is told, ""All men I hope live so."" This man crows, ""All the world to nothing! Ha!"" in a speech in which he muses, ""I'll have her, but I will not keep her long."" In contrast to a concept which ""capers nimbly…to the lascivious pleasing of a lute,"" this man says he is ""rudely (*) stamp'd"" and ""not shaped for sportive tricks."" This man asks, ""Was ever woman in this humour won?"" after seducing a woman whose husband he killed. This man resolves, ""since I cannot prove a lover…I am determined to prove a villain"" and yells, ""My kingdom for a horse!"" For 10 points, name this hunchbacked king who declares ""Now is the winter of our discontent"" to open his namesake Shakespeare play. ANSWER: Richard III [or Richard Plantagenet; or Richard, Duke of Gloucester; prompt on Richard] <Jaimie Carlson, Literature - British - Drama> ~30496~ <Editor: Jaimie Carlson>"
3360936557,test,Black Panthers,"History:Cross,_Historiography,_and_Miscellaneous","6. Shimshon Vigodar organized an Israeli group of this name that staged a 1971 demonstration for better treatment of the Mizrahim. A protest outside the American Embassy by a British group of this name resulted in the arrest of the Mangrove Nine. Seattleites rioted for three days in 1968 after Aaron Dixon, a leader of a group of this name, was arrested for stealing a typewriter. Another group with this name tortured one-time member Alex Rackley and staged a protest of the (*) Mulford Act by open-carrying firearms into a state capitol. A leader of a group of this name, Fred Hampton, was killed by the Chicago PD. For 10 points, give this name of an American party co-founded by Huey P. Newton that advocated for Black power. ANSWER: Black Panthers [or Black Panther Party; accept HaPanterim HaShchorim or British Black Panthers; prompt on Panthers] <Michael Bentley, History - Cross, Historiography, and Miscellaneous> ~29955~ <Editor: Michael Bentley>"
3678289086,test,Gibbs free energy,Science:Chemistry,"7. This quantity is obtained by performing a Legendre (""luh-ZHON-druh"") transform in two variables on internal energy. The derivative of this quantity with respect to the extent of reaction equals zero at equilibrium. This quantity equals the sum over all components of the chemical potential times particle number. For a half-cell, the change in this quantity equals negative the number of (*) electrons transferred times Faraday's constant times the potential difference. At constant temperature and pressure, this quantity is the maximum work extractable from a system. This quantity is defined as enthalpy minus the product of temperature and entropy. For 10 points, what thermodynamic quantity denoted G is named for an American chemist? ANSWER: Gibbs free energy [or Gibbs energy; prompt on free energy; prompt on G or delta-G until read; reject ""energy""] <June Yin, Science - Chemistry> ~29744~ <Editor: June Yin>"
3483936024,test,Ethiopia,Current_Events:World,"8. This country's Pentecostal prime minister is served by spiritual advisor Daniel Kibret and is building a ten-billion-dollar ""Chaka"" palace based on a ""seventh king"" prophecy. In 2024, this country announced it was leasing another country's land to build a naval base in Berbera. Two hundred people were killed in this country following the 2020 assassination of Hachalu Hundessa, who, like its Prime Minister, was a member of its plurality (*) Oromo ethnic group. This country's Prime Minister won the 2019 Nobel Peace Prize, but a year later, its National Defense Force was accused of ethnic cleansing in a civil war against the Tigray People's Liberation Front. For 10 points, Abiy Ahmed leads what country in the Horn of Africa? ANSWER: Ethiopia [or Federal Democratic Republic of Ethiopia] <Michael Bentley, Current Events - World> ~29752~ <Editor: Michael Bentley>"
4202141356,test,logic,RMP:Philosophy,"9. A ""deviant"" form of this discipline developed by Jan Łukasiewicz (""woo-kuh-SHAY-vitch"") was inspired by Aristotle's sea-battle scenario. As a teenager, Saul Kripke introduced models for a form of this discipline concerning applicability in some versus all possible worlds. A many-valued form of this discipline is used to analyze vagueness. In this philosophical discipline, the symbols of a backwards (*) E and an upside-down A are used to represent quantifiers. In classical forms of this field, bivalence implies the ""law of the excluded middle."" This discipline's ""zeroth-order"" form concerns propositions and connectives like NOT and OR. For 10 points, what field of philosophy concerns the use of inductive and deductive reasoning? ANSWER: logic [accept zeroth-order logic; accept fuzzy logic; accept first-order logic or predicate logic; accept modal logic; accept three-valued logic or trivalent logic; prompt on mathematics or philosophy of mathematics] <Jim Fan, RMP - Philosophy> ~28086~ <Editor: Aum Mundhe>"
1561830782,test,Mexican-American,Literature:American,"10. A character of this ethnicity notes that a girl ""likes looking at the walls"" and ""linoleum roses on the floor."" That character of this ethnicity claims, ""I'll shake the sky / like a hundred violins"" in a poem that leads her aunt to say, ""You must keep writing."" An angry dentist leads an author of this ethnicity to wonder how to ""tame a wild tongue"" in an essay from Borderlands. A character of this ethnicity lives in the title ""sad red"" (*) building that ""says goodbye sometimes."" In a series of vignettes, a girl of this ethnicity walks in heels with Lucy and Rachel and is assaulted at a carnival after Sally leaves her. For 10 points, the narrator of The House on Mango Street is of what ethnicity of Chicana authors Gloria Anzaldúa and Sandra Cisneros? ANSWER: Mexican-American [or Chicano or Chicana until ""Chicana"" is read; prompt on Latino or Latina or Hispanic or Chicanx or Latinx or Latine] <Kevin Wang, Literature - American - Misc> ~30459~  <Editor: Jaimie Carlson>"
